Name,Height w/o Shoes,Height w/shoes,Weight,Wingspan,Reach,Body Fat,Hand Length,Hand Width,No Step Vert,No Step Vert Reach,Max Vert,Max Vert Reach,Bench,Agility,Sprint,Rank,Drafted
Ty Jerome - 2015,NA,"6' 5""",184,"6' 2.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Nick Ward - 2015,NA,"6' 8""",241,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Michael Porter - 2015,NA,"6' 10""",195,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jarred Vanderbilt - 2015,NA,"6' 8""",193,"6' 10.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Abdul Ado - 2015,NA,"6' 11""",235,"7' 3.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
V.J. King - 2015,NA,"6' 6.5""",189,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Derek Funderburk - 2015,NA,"6' 9.5""",201,"6' 10.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Ira Lee - 2015,NA,"6' 8""",218,"6' 9""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Maverick Rowan - 2015,NA,"6' 7""",208,"6' 8.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Wendell Carter - 2015,NA,"6' 10""",249,"7' 3""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Trent Forrest - 2015,NA,"6' 4.5""",194,"6' 7.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Malik Monk - 2015,NA,"6' 3.5""",187,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Kevin Huerter - 2015,NA,"6' 6""",169,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Xavier Simpson - 2015,NA,"6' 0""",170,"6' 4""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Troy Brown - 2015,NA,"6' 6.5""",199,"6' 8""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Dashawn McDowell - 2015,NA,"6' 4.5""",178,"6' 3""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Shamorie Ponds - 2015,NA,"6' 0""",160,"6' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Milan Acquaah - 2015,NA,"6' 2""",189,"6' 2.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Tyus Battle - 2015,NA,"6' 7""",199,"6' 8.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Bruce Brown - 2015,NA,"6' 5""",191,"6' 8.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
D.J. Harvey - 2015,NA,"6' 6""",201,"6' 8""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Miles Bridges - 2015,NA,"6' 7.5""",230,"6' 8.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jonathan Isaac - 2015,NA,"6' 10""",185,"7' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jarron Cumberland - 2015,NA,"6' 4.5""",217,"6' 5.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Cassius Winston - 2015,NA,"6' 2""",194,"6' 4""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Trae Young - 2015,NA,"6' 1.5""",162,"6' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Robert Williams - 2015,NA,"6' 8.5""",208,"7' 4""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
John Petty - 2015,NA,"6' 6""",181,"6' 8""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Curtis Jones - 2015,NA,"6' 4""",163,"6' 4""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
De'Aaron Fox - 2015,NA,"6' 4""",170,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Brandon Robinson - 2015,NA,"6' 4.5""",154,"6' 9.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
De'Jon Jarreau - 2015,NA,"6' 5.5""",153,"6' 7""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Alterique Gilbert - 2015,NA,"5' 11""",175,"6' 0.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Matt Coleman - 2015,NA,"6' 2""",168,"6' 3.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Devearl Ramsey - 2015,NA,"5' 11.5""",172,"5' 11.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Charlie Moore - 2015,NA,"6' 0""",161,"6' 1""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Remy Martin - 2015,NA,"6' 0""",165,"6' 1""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Kaleb Tarczewski - 2015,NA,"7' 0""",245,"6' 10.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Domantas Sabonis - 2015,NA,"6' 10""",238,"6' 10.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jakob Poeltl - 2015,NA,"7' 1""",242,"7' 1""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Shawn Long - 2015,NA,"6' 10.5""",248,"7' 1""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Ben Simmons - 2015,NA,"6' 9.5""",229,"6' 11""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Justin Jackson - 2015,NA,"6' 8.5""",200,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Damian Jones - 2015,NA,"7' 0""",245,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jarrod Uthoff - 2015,NA,"6' 9.5""",216,"6' 10.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Denzel Valentine - 2015,NA,"6' 5.5""",223,"6' 9.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Isaac Copeland - 2015,NA,"6' 9""",198,"6' 9""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Taurean Prince - 2015,NA,"6' 7.5""",215,"6' 11""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Kyle Wiltjer - 2015,NA,"6' 10""",236,"6' 11.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Malcolm Brogdon - 2015,NA,"6' 5.5""",225,"6' 9.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
James Webb III - 2015,NA,"6' 9""",199,"6' 10.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Gary Payton - 2015,NA,"6' 2.5""",184,"6' 6.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2
Tyrone Wallace - 2015,NA,"6' 6""",198,"6' 9.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Antonio Blakeney - 2015,NA,"6' 4.5""",189,"6' 7""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Kris Dunn - 2015,NA,"6' 4""",205,"6' 9""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Georges Niang - 2015,NA,"6' 8""",231,"6' 9""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Tre Demps - 2015,NA,"6' 3.5""",200,"6' 3.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Paris Bass - 2015,NA,"6' 8""",196,"6' 11.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Daniel Hamilton - 2015,NA,"6' 8""",198,"6' 8""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Buddy Hield - 2015,NA,"6' 4.5""",215,"6' 8.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jarrett Allen - 2015,NA,"6' 9""",223,"7' 4.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Mohamed Bamba - 2015,NA,"6' 11""",205,"7' 8""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Michael Barber - 2015,NA,"6' 6""",214,"6' 11""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Tyus Battle - 2015,NA,"6' 5""",201,"6' 8""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Marques Bolden - 2015,NA,"6' 10""",254,"7' 4""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jordan Brown - 2015,NA,"6' 9.5""",186,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Troy Brown - 2015,NA,"6' 5""",208,"6' 8.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Wendell Carter - 2015,NA,"6' 8.5""",258,"7' 3""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Daejon Davis - 2015,NA,"6' 3""",176,"6' 5.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Trevon Duval - 2015,NA,"6' 2""",188,"6' 6.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Nojel Eastern - 2015,NA,"6' 5""",209,"6' 8""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jalek Felton - 2015,NA,"6' 3""",185,"6' 8""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Terrance Ferguson - 2015,NA,"6' 6""",181,"6' 7.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
De'Aaron Fox - 2015,NA,"6' 3""",170,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Markelle Fultz - 2015,NA,"6' 4""",185,"6' 8.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Darius Garland - 2015,NA,"6' 0.5""",149,"6' 1.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Alterique Gilbert - 2015,NA,"5' 10.5""",181,"6' 0.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Harry Giles - 2015,NA,"6' 10""",235,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Justyn Hamilton - 2015,NA,"6' 8.5""",189,"6' 9.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jaylen Hands - 2015,NA,"6' 2""",168,"6' 4""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Elijah Hardy - 2015,NA,"6' 0""",155,"6' 2.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jalen Hill - 2015,NA,"6' 9""",212,"6' 11""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Markus Howard - 2015,NA,"5' 11""",187,"5' 7.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jonathan Isaac - 2015,NA,"6' 9.5""",201,"7' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Frank Jackson - 2015,NA,"6' 3""",199,"6' 5.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Josh Jackson - 2015,NA,"6' 7""",202,"6' 9""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Brandon Johns - 2015,NA,"6' 7""",214,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Tre Jones - 2015,NA,"6' 2.5""",171,"6' 4""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
V.J. King - 2015,NA,"6' 5.5""",196,"6' 9.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Kevin Knox - 2015,NA,"6' 7""",196,"6' 7.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Josh Langford - 2015,NA,"6' 5.5""",204,"6' 5.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jaedon LeDee - 2015,NA,"6' 6.5""",208,"6' 8""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Gerald Liddell - 2015,NA,"6' 6.5""",172,"6' 11.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Montez Mathis - 2015,NA,"6' 3""",191,"6' 5.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Malik Monk - 2015,NA,"6' 2.5""",189,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
E.J. Montgomery - 2015,NA,"6' 9.5""",211,"7' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jaylen Nowell - 2015,NA,"6' 3.5""",183,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Michael Porter - 2015,NA,"6' 8.5""",203,"6' 10.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Cameron Reddish - 2015,NA,"6' 6.5""",192,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Alex Reese - 2015,NA,"6' 8.5""",221,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
D'Shawn Schwartz - 2015,NA,"6' 5.5""",217,"6' 8""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
David Sloan - 2015,NA,"5' 10""",168,"6' 2.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Javonte Smart - 2015,NA,"6' 3""",178,"6' 6.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Omari Spellman - 2015,NA,"6' 9""",287,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jayson Tatum - 2015,NA,"6' 7""",206,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Gary Trent - 2015,NA,"6' 4.5""",202,"6' 6.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jarred Vanderbilt - 2015,NA,"6' 7.5""",200,"6' 11""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Connor Vanover - 2015,NA,"7' 3""",223,"7' 4""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Kaleb Wesson - 2015,NA,"6' 9""",302,"7' 2.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Austin Wiley - 2015,NA,"6' 8.5""",248,"7' 3""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Robert Woodard - 2015,NA,"6' 5.5""",224,"6' 11""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Josh Gray - 2015,"6' 0""","6' 1""",180,NA,NA,6.4,8.5,8.75,34.5,NA,39,NA,7,10.46,2.73,NA,No
Tony Johnson - 2016,"6' 1""",NA,188,"6' 3""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Markquis Nowell - 2016,"5' 7""",NA,142,"6' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Tyger Campbell - 2016,"5' 10""",NA,163,"6' 1""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Foster Loyer - 2016,"5' 9""",NA,152,"5' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Spencer Freedman - 2016,"5' 11""",NA,152,"6' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
David DeJulius - 2016,"5' 11""",NA,188,"6' 3""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Mark Watts - 2016,"5' 11""",NA,158,"6' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jamie Lewis - 2016,"6' 2""",NA,185,"6' 3""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Noah Locke - 2016,"6' 2""",NA,197,"6' 8""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Marcus Zegarowski - 2016,"5' 11""",NA,164,"6' 1""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Alex Lomax - 2016,"5' 11""",NA,189,"6' 1""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Ashton Hagans - 2016,"6' 1""",NA,181,"6' 7""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Dane Goodwin - 2016,"6' 4""",NA,187,"6' 4""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Justin Moore - 2016,"6' 1""",NA,187,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Justin Ahrens - 2016,"6' 5""",NA,181,"6' 7""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Brandon Williams - 2016,"6' 0""",NA,172,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
P.J. Fuller - 2016,"6' 2""",NA,153,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Tyrese Mazey - 2016,"6' 0""",NA,173,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Riley Demps - 2016,"6' 0""",NA,178,"5' 8""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Greg Foster - 2016,"6' 3""",NA,174,"6' 4""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Tre Wood - 2016,"5' 11""",NA,165,"6' 3""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Xavier Castaneda - 2016,"5' 11""",NA,170,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Bryce Washington - 2016,"6' 2""",NA,169,"6' 7""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jahvon Quinerly - 2016,"5' 11""",NA,159,"6' 3""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Nicolas Honor - 2016,"5' 8""",NA,193,"6' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Marcedus Leech - 2016,"6' 4""",NA,150,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Wendell Moore - 2016,"6' 4""",NA,194,"6' 9""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Tavon Jones - 2016,"6' 1""",NA,171,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Marcus Tsohonis - 2016,"6' 2""",NA,158,"6' 4""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Cole Anthony - 2016,"6' 1""",NA,167,"6' 3""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
John Newman - 2016,"6' 4""",NA,177,"7' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Timothy Finke - 2016,"6' 5""",NA,201,"6' 8""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Coby White - 2016,"6' 3""",NA,163,"6' 3""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jonathan Kabongo - 2016,"6' 1""",NA,178,"6' 7""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Bryce Willis - 2016,"6' 4""",NA,170,"6' 11""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Kevin Porter - 2016,"6' 3""",NA,195,"6' 7""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Emmitt Williams - 2016,"6' 6""",NA,209,"6' 11""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Christian Brown - 2016,"6' 5""",NA,189,"6' 9""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Chandler Lawson - 2016,"6' 6""",NA,190,"7' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Ryan Boyce - 2016,"6' 3""",NA,169,"6' 8""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Wynston Tabbs - 2016,"6' 1""",NA,189,"6' 4""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Mike Devoe - 2016,"6' 3""",NA,163,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Luther Mohammed - 2016,"6' 2""",NA,185,"6' 7""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jack Esformes - 2016,"6' 3""",NA,196,"6' 3""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Romeo Weems - 2016,"6' 4""",NA,203,"6' 11""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jordan Hardwick - 2016,"6' 5""",NA,189,"6' 11""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Darius Bazley - 2016,"6' 7""",NA,179,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Cole Swider - 2016,"6' 7""",NA,203,"6' 8""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jeenathan Williams - 2016,"6' 4""",NA,190,"6' 11""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jalen Carey - 2016,"6' 2""",NA,168,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Keldon Johnson - 2016,"6' 4""",NA,200,"6' 8""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Aundre Hyatt - 2016,"6' 4""",NA,211,"7' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Brandon Slater - 2016,"6' 5""",NA,182,"6' 11""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Joseph Hauser - 2016,"6' 7""",NA,207,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Mikeal Brownjones - 2016,"6' 6""",NA,200,"6' 9""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Trendon Watford - 2016,"6' 8""",NA,209,"7' 1""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jamal King - 2016,"6' 3""",NA,207,"6' 8""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Rashawn Blakeny - 2016,"6' 3""",NA,174,"6' 8""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Cassius Stanley - 2016,"6' 4""",NA,185,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Ayo Dosunmu - 2016,"6' 2""",NA,159,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Isaac Okoro - 2016,"6' 4""",NA,193,"6' 8""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Ej Jarvis - 2016,"6' 7""",NA,212,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Gabe Kalscheur - 2016,"6' 2""",NA,189,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Savior Akowovo - 2016,"6' 5""",NA,189,"7' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Malik Hall - 2016,"6' 4""",NA,186,"6' 6""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Antwann Jones - 2016,"6' 4""",NA,194,"6' 7""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Juwan Gary - 2016,"6' 4""",NA,194,"6' 9""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Vince Williams - 2016,"6' 4""",NA,204,"6' 9""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Dj Burns - 2016,"6' 7""",NA,257,"6' 9""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Isaiah Mucius - 2016,"6' 6""",NA,176,"6' 11""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Arashma Parks - 2016,"6' 7""",NA,232,"6' 11""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Mohammad Abdulsalam - 2016,"6' 6""",NA,268,"7' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Vernon Carey - 2016,"6' 8""",NA,236,"7' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Bryce Workman - 2016,"6' 4""",NA,238,"6' 8""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Gavin Bizeau - 2016,"6' 10""",NA,181,"6' 9""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Louis King - 2016,"6' 6""",NA,194,"7' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Maxwell Lorca-Lloyd - 2016,"6' 7""",NA,194,"7' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Francis Okoro - 2016,"6' 8""",NA,225,"7' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Richard Jemison - 2016,"6' 8""",NA,226,"6' 11""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
James Wiseman - 2016,"6' 9""",NA,198,"7' 3""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Reggie Chaney - 2016,"6' 6""",NA,217,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Matthew Mayer - 2016,"6' 7""",NA,200,"6' 9""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Thomas Kithier - 2016,"6' 7""",NA,220,"6' 7""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jared Jones - 2016,"6' 8""",NA,232,"7' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
KJ Hymes - 2016,"6' 8""",NA,193,"7' 0""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Sean Good - 2016,"6' 8""",NA,185,"7' 1""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Michael Wang - 2016,"6' 8""",NA,211,"6' 7""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Marcus Littles - 2016,"6' 7""",NA,258,"7' 1""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Nathan Mensah - 2016,"6' 9""",NA,207,"7' 4""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Bj Mack - 2016,"6' 5""",NA,268,"6' 9""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jontay Porter - 2016,"6' 10""",NA,240,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
