,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
73,73,1990-04-03,@,SAS,W,92,90,38,79,.481,0,0,,16,20,.800,10,31,24,14,2,15,20,,36,69,.522,1,1,1.000,17,28,.607,12,42,21,8,7,21,18
74,74,1990-04-06,@,CHH,L,93,108,38,88,.432,0,3,.000,17,23,.739,17,41,21,7,2,11,20,,44,84,.524,2,4,.500,18,23,.783,12,42,29,6,2,11,19
75,75,1990-04-10,,POR,L,94,106,36,89,.404,1,3,.333,21,29,.724,17,42,18,8,6,10,22,,41,85,.482,1,8,.125,23,30,.767,17,52,26,7,5,15,24
76,76,1990-04-12,@,PHI,L,77,110,29,75,.387,0,3,.000,19,22,.864,12,40,18,5,5,20,27,,44,80,.550,2,8,.250,20,29,.690,13,39,25,11,6,11,17
77,77,1990-04-13,,ORL,W,117,102,48,93,.516,0,2,.000,21,30,.700,13,50,31,5,12,12,26,,40,91,.440,0,2,.000,22,30,.733,12,41,22,4,4,12,24
78,78,1990-04-15,,UTA,L,90,103,36,91,.396,1,5,.200,17,28,.607,19,37,24,8,4,8,21,,37,64,.578,1,4,.250,28,35,.800,11,42,26,7,5,18,25
79,79,1990-04-17,,DEN,L,89,99,37,93,.398,1,5,.200,14,15,.933,15,43,22,7,6,18,23,,39,83,.470,3,5,.600,18,25,.720,13,45,25,8,8,17,21
80,80,1990-04-19,@,LAL,L,89,113,37,85,.435,0,1,.000,15,23,.652,16,29,26,12,4,8,18,,45,76,.592,5,11,.455,18,21,.857,14,46,36,3,6,20,20
81,81,1990-04-20,@,UTA,L,89,97,34,84,.405,3,9,.333,18,27,.667,22,42,19,4,3,10,22,,37,67,.552,0,3,.000,23,30,.767,12,36,26,5,6,14,21
82,82,1990-04-22,@,DEN,L,108,115,40,87,.460,0,6,.000,28,38,.737,17,43,21,10,0,10,26,,39,83,.470,3,9,.333,34,40,.850,18,48,20,8,7,13,23
