
,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
71,71,1990-04-01,@,BOS,L,125,133,50,103,.485,4,9,.444,21,28,.750,20,50,27,7,5,13,24,,54,94,.574,2,3,.667,23,29,.793,9,44,36,6,10,11,23
72,72,1990-04-03,,GSW,L,126,127,47,108,.435,6,12,.500,26,33,.788,16,52,24,9,3,15,31,,45,84,.536,4,14,.286,33,41,.805,6,43,21,5,14,20,30
73,73,1990-04-05,@,CHI,L,104,111,44,88,.500,3,8,.375,13,25,.520,13,41,33,7,4,12,19,,46,92,.500,2,8,.250,17,26,.654,17,53,32,9,5,13,20
74,74,1990-04-06,,IND,L,115,123,48,101,.475,2,14,.143,17,27,.630,17,46,24,8,5,13,27,,45,83,.542,7,16,.438,26,32,.813,7,35,21,5,6,15,25
75,75,1990-04-08,,HOU,L,123,146,45,103,.437,1,6,.167,32,41,.780,13,39,22,11,2,13,25,,55,98,.561,2,6,.333,34,41,.829,15,60,40,7,8,23,30
76,76,1990-04-10,,MIL,L,127,130,45,90,.500,1,8,.125,36,41,.878,11,38,32,3,3,10,27,,45,85,.529,6,14,.429,34,41,.829,11,43,31,5,3,8,30
77,77,1990-04-13,@,MIN,L,102,117,40,91,.440,0,2,.000,22,30,.733,12,41,22,4,4,12,24,,48,93,.516,0,2,.000,21,30,.700,13,50,31,5,12,12,26
78,78,1990-04-14,@,DET,L,107,111,39,86,.453,2,10,.200,27,34,.794,10,43,22,8,3,15,30,,38,86,.442,2,5,.400,33,39,.846,10,44,25,7,7,12,27
79,79,1990-04-17,,WSB,L,127,129,47,97,.485,1,4,.250,32,42,.762,20,52,27,8,2,13,20,,52,104,.500,1,1,1.000,24,27,.889,14,41,40,7,3,10,26
80,80,1990-04-18,@,BOS,L,112,133,48,99,.485,1,6,.167,15,19,.789,13,40,30,3,1,15,27,,54,95,.568,1,7,.143,24,30,.800,10,44,40,7,10,14,20
81,81,1990-04-20,,CLE,L,104,118,39,89,.438,1,8,.125,25,33,.758,12,40,27,8,0,13,26,,45,85,.529,5,9,.556,23,32,.719,11,46,30,6,8,18,19
82,82,1990-04-22,@,NJN,W,110,102,39,83,.470,1,5,.200,31,43,.721,11,42,15,10,5,19,24,,41,95,.432,1,9,.111,19,30,.633,21,54,15,8,4,26,33
