,Atlanta Hawks,Boston Celtics,Brooklyn Nets,Charlotte Bobcats,Charlotte Hornets,Chicago Bulls,Cleveland Cavaliers,Dallas Mavericks,Denver Nuggets,Detroit Pistons,Golden State Warriors,Houston Rockets,Indiana Pacers,Kansas City Kings,Los Angeles Clippers,Los Angeles Lakers,Memphis Grizzlies,Miami Heat,Milwaukee Bucks,Minnesota Timberwolves,New Jersey Nets,New Orleans Hornets,New Orleans Pelicans,New Orleans/Oklahoma City Hornets,New York Knicks,Oklahoma City Thunder,Orlando Magic,Philadelphia 76ers,Phoenix Suns,Portland Trail Blazers,Sacramento Kings,San Antonio Spurs,San Diego Clippers,Seattle SuperSonics,Toronto Raptors,Utah Jazz,Vancouver Grizzlies,Washington Bullets,Washington Wizards
1996,0.561,0.402,,,0.5,0.878,0.573,0.317,0.42700000000000005,0.561,0.439,0.585,0.634,,0.354,0.6459999999999999,,0.512,0.305,0.317,0.366,,,,0.573,,0.732,0.22,0.5,0.537,0.47600000000000003,0.72,,0.78,0.256,0.6709999999999999,0.183,0.47600000000000003,
1997,0.6829999999999999,0.183,,,0.659,0.841,0.512,0.293,0.256,0.659,0.366,0.695,0.47600000000000003,,0.439,0.6829999999999999,,0.7440000000000001,0.402,0.488,0.317,,,,0.695,,0.5489999999999999,0.268,0.488,0.598,0.415,0.244,,0.695,0.366,0.78,0.171,0.537,
1998,0.61,0.439,,,0.622,0.7559999999999999,0.573,0.244,0.134,0.451,0.23199999999999998,0.5,0.7070000000000001,,0.207,0.7440000000000001,,0.6709999999999999,0.439,0.5489999999999999,0.524,,,,0.524,,0.5,0.37799999999999995,0.6829999999999999,0.561,0.32899999999999996,0.6829999999999999,,0.7440000000000001,0.195,0.7559999999999999,0.23199999999999998,,0.512
1999,0.62,0.38,,,0.52,0.26,0.44,0.38,0.28,0.58,0.42,0.62,0.66,,0.18,0.62,,0.66,0.56,0.5,0.32,,,,0.54,,0.66,0.56,0.54,0.7,0.54,0.74,,0.5,0.46,0.74,0.16,,0.36
2000,0.341,0.42700000000000005,,,0.598,0.207,0.39,0.488,0.42700000000000005,0.512,0.23199999999999998,0.415,0.6829999999999999,,0.183,0.8170000000000001,,0.634,0.512,0.61,0.37799999999999995,,,,0.61,,0.5,0.598,0.6459999999999999,0.72,0.537,0.6459999999999999,,0.5489999999999999,0.5489999999999999,0.6709999999999999,0.268,,0.354
2001,0.305,0.439,,,0.561,0.183,0.366,0.6459999999999999,0.488,0.39,0.207,0.5489999999999999,0.5,,0.37799999999999995,0.6829999999999999,,0.61,0.634,0.573,0.317,,,,0.585,,0.524,0.6829999999999999,0.622,0.61,0.6709999999999999,0.7070000000000001,,0.537,0.573,0.6459999999999999,0.28,,0.23199999999999998
2002,0.402,0.598,,,0.537,0.256,0.354,0.695,0.32899999999999996,0.61,0.256,0.341,0.512,,0.47600000000000003,0.7070000000000001,0.28,0.439,0.5,0.61,0.634,,,,0.366,,0.537,0.524,0.439,0.598,0.7440000000000001,0.7070000000000001,,0.5489999999999999,0.512,0.537,,,0.451
2003,0.42700000000000005,0.537,,,,0.366,0.207,0.732,0.207,0.61,0.46299999999999997,0.524,0.585,,0.32899999999999996,0.61,0.341,0.305,0.512,0.622,0.598,0.573,,,0.451,,0.512,0.585,0.537,0.61,0.72,0.732,,0.488,0.293,0.573,,,0.451
2004,0.341,0.439,,,,0.28,0.42700000000000005,0.634,0.524,0.659,0.451,0.5489999999999999,0.7440000000000001,,0.341,0.6829999999999999,0.61,0.512,0.5,0.7070000000000001,0.573,0.5,,,0.47600000000000003,,0.256,0.402,0.354,0.5,0.6709999999999999,0.695,,0.451,0.402,0.512,,,0.305
2005,0.159,0.5489999999999999,,0.22,,0.573,0.512,0.7070000000000001,0.598,0.659,0.415,0.622,0.537,,0.451,0.415,0.5489999999999999,0.72,0.366,0.537,0.512,0.22,,,0.402,,0.439,0.524,0.7559999999999999,0.32899999999999996,0.61,0.72,,0.634,0.402,0.317,,,0.5489999999999999
2006,0.317,0.402,,0.317,,0.5,0.61,0.732,0.537,0.78,0.415,0.415,0.5,,0.573,0.5489999999999999,0.598,0.634,0.488,0.402,0.598,,,0.46299999999999997,0.28,,0.439,0.46299999999999997,0.659,0.256,0.537,0.768,,0.42700000000000005,0.32899999999999996,0.5,,,0.512
2007,0.366,0.293,,0.402,,0.598,0.61,0.8170000000000001,0.5489999999999999,0.6459999999999999,0.512,0.634,0.42700000000000005,,0.488,0.512,0.268,0.537,0.341,0.39,0.5,,,0.47600000000000003,0.402,,0.488,0.42700000000000005,0.7440000000000001,0.39,0.402,0.7070000000000001,,0.37799999999999995,0.573,0.622,,,0.5
2008,0.451,0.805,,0.39,,0.402,0.5489999999999999,0.622,0.61,0.72,0.585,0.6709999999999999,0.439,,0.28,0.695,0.268,0.183,0.317,0.268,0.415,0.6829999999999999,,,0.28,,0.634,0.488,0.6709999999999999,0.5,0.46299999999999997,0.6829999999999999,,0.244,0.5,0.659,,,0.524
2009,0.573,0.7559999999999999,,0.42700000000000005,,0.5,0.805,0.61,0.659,0.47600000000000003,0.354,0.6459999999999999,0.439,,0.23199999999999998,0.7929999999999999,0.293,0.524,0.415,0.293,0.415,0.598,,,0.39,0.28,0.72,0.5,0.561,0.659,0.207,0.659,,,0.402,0.585,,,0.23199999999999998
2010,0.6459999999999999,0.61,,0.537,,0.5,0.7440000000000001,0.6709999999999999,0.6459999999999999,0.32899999999999996,0.317,0.512,0.39,,0.354,0.695,0.488,0.573,0.561,0.183,0.146,0.451,,,0.354,0.61,0.72,0.32899999999999996,0.659,0.61,0.305,0.61,,,0.488,0.6459999999999999,,,0.317
2011,0.537,0.6829999999999999,,0.415,,0.7559999999999999,0.23199999999999998,0.695,0.61,0.366,0.439,0.524,0.451,,0.39,0.695,0.561,0.7070000000000001,0.42700000000000005,0.207,0.293,0.561,,,0.512,0.6709999999999999,0.634,0.5,0.488,0.585,0.293,0.7440000000000001,,,0.268,0.47600000000000003,,,0.28
2012,0.606,0.591,,0.106,,0.758,0.318,0.545,0.5760000000000001,0.379,0.348,0.515,0.636,,0.606,0.621,0.621,0.6970000000000001,0.47,0.39399999999999996,0.33299999999999996,0.318,,,0.545,0.7120000000000001,0.561,0.53,0.5,0.424,0.33299999999999996,0.758,,,0.348,0.545,,,0.303
2013,0.537,0.506,0.598,0.256,,0.5489999999999999,0.293,0.5,0.695,0.354,0.573,0.5489999999999999,0.605,,0.6829999999999999,0.5489999999999999,0.6829999999999999,0.805,0.46299999999999997,0.37799999999999995,,0.32899999999999996,,,0.659,0.732,0.244,0.415,0.305,0.402,0.341,0.7070000000000001,,,0.415,0.524,,,0.354
2014,0.46299999999999997,0.305,0.537,0.524,,0.585,0.402,0.598,0.439,0.354,0.622,0.659,0.6829999999999999,,0.695,0.32899999999999996,0.61,0.659,0.183,0.488,,,0.415,,0.451,0.72,0.28,0.23199999999999998,0.585,0.659,0.341,0.7559999999999999,,,0.585,0.305,,,0.537
2015,0.732,0.488,0.46299999999999997,,0.402,0.61,0.6459999999999999,0.61,0.366,0.39,0.8170000000000001,0.6829999999999999,0.46299999999999997,,0.6829999999999999,0.256,0.6709999999999999,0.451,0.5,0.195,,,0.5489999999999999,,0.207,0.5489999999999999,0.305,0.22,0.47600000000000003,0.622,0.354,0.6709999999999999,,,0.598,0.46299999999999997,,,0.561
2016,0.585,0.585,0.256,,0.585,0.512,0.695,0.512,0.402,0.537,0.89,0.5,0.5489999999999999,,0.6459999999999999,0.207,0.512,0.585,0.402,0.354,,,0.366,,0.39,0.6709999999999999,0.42700000000000005,0.122,0.28,0.537,0.402,0.8170000000000001,,,0.6829999999999999,0.488,,,0.5
