,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
16,16,1999-03-05,@,IND,W,102,83,45,85,.529,5,11,.455,7,9,.778,13,40,32,9,7,12,22,,31,75,.413,2,5,.400,19,21,.905,16,41,17,8,3,16,14
17,17,1999-03-06,@,CLE,L,80,97,26,74,.351,3,12,.250,25,38,.658,15,40,11,9,6,17,36,,29,60,.483,2,7,.286,37,46,.804,6,34,23,9,9,14,30
18,18,1999-03-09,,VAN,W,92,82,41,85,.482,2,7,.286,8,19,.421,17,57,32,9,4,20,18,,33,81,.407,4,10,.400,12,19,.632,13,41,20,9,4,15,21
19,19,1999-03-11,,MIN,W,89,82,31,79,.392,1,7,.143,26,41,.634,17,51,17,6,3,13,23,,30,91,.330,3,11,.273,19,26,.731,24,54,22,6,13,14,28
20,20,1999-03-12,@,LAL,L,78,89,27,75,.360,3,11,.273,21,37,.568,15,49,15,9,10,19,24,,34,79,.430,0,6,.000,21,28,.750,9,42,22,10,5,13,25
21,21,1999-03-13,,ORL,L,74,87,32,85,.376,0,11,.000,10,17,.588,18,56,17,8,6,15,24,,31,85,.365,5,14,.357,20,31,.645,16,50,19,7,5,9,14
22,22,1999-03-15,,SAC,L,105,111,47,93,.505,6,15,.400,5,7,.714,13,46,28,8,2,18,27,,41,78,.526,5,14,.357,24,40,.600,11,40,28,9,6,14,10
23,23,1999-03-17,,SAS,L,78,82,33,90,.367,3,15,.200,9,14,.643,25,58,23,6,8,15,22,,26,69,.377,2,7,.286,28,36,.778,14,42,17,8,5,11,13
24,24,1999-03-19,,SEA,W,90,78,39,94,.415,4,12,.333,8,13,.615,23,50,24,12,2,8,23,,23,67,.343,5,20,.250,27,33,.818,15,45,15,4,7,18,16
25,25,1999-03-23,@,POR,L,72,79,26,84,.310,2,13,.154,18,23,.783,18,45,10,12,2,14,25,,26,73,.356,3,9,.333,24,30,.800,16,50,18,7,7,17,17
26,26,1999-03-24,@,LAC,W,92,80,37,78,.474,2,6,.333,16,23,.696,13,41,15,9,2,14,21,,33,76,.434,0,11,.000,14,24,.583,10,38,12,8,6,16,19
27,27,1999-03-26,,WAS,W,100,96,34,79,.430,3,10,.300,29,38,.763,20,50,22,10,3,15,25,,36,77,.468,3,9,.333,21,35,.600,13,37,19,10,2,14,27
28,28,1999-03-27,,HOU,L,86,87,34,88,.386,4,15,.267,14,21,.667,24,54,26,5,4,11,24,,31,69,.449,6,12,.500,19,30,.633,10,39,17,6,5,11,21
29,29,1999-03-30,,POR,W,93,90,39,83,.470,4,9,.444,11,15,.733,14,51,24,7,7,14,24,,32,78,.410,4,14,.286,22,29,.759,8,34,28,7,9,9,13
30,30,1999-03-31,@,PHO,L,78,93,31,90,.344,0,7,.000,16,24,.667,19,60,12,11,9,20,25,,34,86,.395,4,6,.667,21,35,.600,18,52,24,16,7,16,23
31,31,1999-04-02,,UTA,L,85,92,35,88,.398,2,7,.286,13,17,.765,22,47,18,9,3,12,26,,35,61,.574,4,5,.800,18,27,.667,5,34,26,9,8,18,21
32,32,1999-04-03,@,LAL,W,81,76,32,77,.416,0,6,.000,17,28,.607,11,45,19,6,2,14,27,,26,75,.347,2,14,.143,22,39,.564,16,46,14,7,3,13,23
33,33,1999-04-05,@,SAS,L,86,93,31,89,.348,2,8,.250,22,32,.688,22,54,15,6,5,11,29,,30,72,.417,1,6,.167,32,47,.681,13,46,12,4,17,11,23
34,34,1999-04-06,@,HOU,L,74,111,27,88,.307,1,8,.125,19,28,.679,21,49,9,6,4,7,17,,47,86,.547,10,23,.435,7,12,.583,12,46,29,4,11,10,18
35,35,1999-04-08,@,UTA,L,85,92,33,72,.458,3,9,.333,16,20,.800,6,27,21,8,6,11,38,,25,58,.431,3,5,.600,39,47,.830,12,46,22,5,6,15,23
36,36,1999-04-10,@,DAL,W,91,90,38,81,.469,3,8,.375,12,16,.750,14,44,20,7,6,14,22,,32,82,.390,4,8,.500,22,31,.710,21,46,15,6,7,14,16
37,37,1999-04-12,@,DEN,W,104,96,40,81,.494,3,10,.300,21,26,.808,12,41,23,8,2,10,28,,31,70,.443,7,19,.368,27,34,.794,9,35,22,4,5,13,25
38,38,1999-04-15,,DEN,W,85,79,28,79,.354,3,6,.500,26,31,.839,14,50,14,11,3,14,21,,30,81,.370,5,20,.250,14,21,.667,15,48,22,7,3,16,21
39,39,1999-04-16,,LAC,L,83,86,35,80,.438,2,10,.200,11,16,.688,22,48,25,5,2,19,20,,34,85,.400,2,13,.154,16,19,.842,24,47,17,12,10,11,17
40,40,1999-04-18,@,VAN,W,90,85,34,83,.410,4,8,.500,18,21,.857,20,45,18,10,5,21,25,,30,72,.417,2,10,.200,23,30,.767,11,34,15,14,4,19,21
41,41,1999-04-20,,LAL,L,102,106,42,92,.457,3,11,.273,15,23,.652,14,36,30,14,0,21,35,,37,79,.468,7,18,.389,25,34,.735,17,46,16,13,6,27,27
42,42,1999-04-21,@,SAC,L,94,103,41,98,.418,4,12,.333,8,11,.727,13,49,20,5,1,9,31,,34,90,.378,4,16,.250,31,43,.721,20,58,17,7,6,9,16
43,43,1999-04-23,@,DEN,L,84,96,28,71,.394,3,15,.200,25,32,.781,14,46,19,8,5,19,26,,33,72,.458,6,18,.333,24,29,.828,8,33,28,12,11,11,21
44,44,1999-04-24,,DEN,W,93,74,43,94,.457,2,11,.182,5,13,.385,18,65,30,9,6,14,24,,26,78,.333,5,23,.217,17,27,.630,11,43,17,7,7,15,13
45,45,1999-04-26,,SAC,W,114,89,45,89,.506,3,10,.300,21,29,.724,17,52,30,5,5,11,20,,34,87,.391,5,19,.263,16,23,.696,13,37,17,7,5,11,28
46,46,1999-04-29,@,UTA,L,85,96,36,79,.456,5,14,.357,8,12,.667,13,31,14,7,5,14,27,,36,64,.563,5,6,.833,19,28,.679,9,32,26,8,9,13,18
47,47,1999-04-30,@,MIN,L,85,90,30,77,.390,2,8,.250,23,27,.852,8,46,22,4,6,15,17,,36,92,.391,1,5,.200,17,19,.895,13,46,28,5,5,10,23
48,48,1999-05-01,@,DAL,L,94,105,43,87,.494,3,10,.300,5,12,.417,15,38,28,7,1,11,20,,40,78,.513,5,8,.625,20,25,.800,14,43,24,7,7,14,13
49,49,1999-05-03,@,VAN,W,91,83,30,66,.455,3,11,.273,28,32,.875,9,42,19,7,6,20,24,,28,76,.368,3,9,.333,24,35,.686,17,39,15,15,4,12,23
50,50,1999-05-05,,SAS,L,81,88,31,93,.333,4,9,.444,15,20,.750,22,53,17,7,2,8,20,,30,73,.411,2,9,.222,26,31,.839,10,46,19,7,3,8,14
