,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,1995-11-03,@,HOU,L,92,110,35,88,.398,5,15,.333,17,26,.654,11,39,18,9,5,11,21,,41,86,.477,9,23,.391,19,26,.731,15,49,24,9,9,17,24
2,2,1995-11-04,@,DAL,L,84,99,31,78,.397,3,12,.250,19,25,.760,10,36,12,11,7,13,22,,39,91,.429,4,22,.182,17,25,.680,22,59,24,4,5,16,21
3,3,1995-11-07,,DEN,W,98,93,40,83,.482,4,13,.308,14,20,.700,10,40,27,10,6,10,18,,36,88,.409,7,23,.304,14,16,.875,14,45,26,6,6,18,18
4,4,1995-11-09,,ATL,L,121,125,45,80,.563,5,14,.357,26,33,.788,12,30,32,6,2,11,20,,47,82,.573,9,28,.321,22,28,.786,10,37,39,9,2,13,24
5,5,1995-11-11,,LAL,W,123,105,49,84,.583,6,14,.429,19,26,.731,9,42,34,8,13,13,20,,40,95,.421,7,20,.350,18,22,.818,24,49,15,9,5,16,24
6,6,1995-11-12,@,PHO,L,109,112,33,76,.434,6,13,.462,37,44,.841,10,41,19,9,4,17,38,,33,73,.452,9,17,.529,37,50,.740,11,46,22,5,3,20,35
7,7,1995-11-14,,LAC,L,106,118,35,83,.422,4,12,.333,32,39,.821,18,39,15,11,4,16,18,,48,80,.600,6,8,.750,16,22,.727,12,41,24,8,1,21,31
8,8,1995-11-16,,NYK,L,97,120,32,73,.438,7,14,.500,26,33,.788,10,35,19,7,2,18,26,,41,88,.466,6,16,.375,32,38,.842,16,43,27,16,3,13,27
9,9,1995-11-18,,DAL,W,121,108,44,74,.595,6,14,.429,27,33,.818,6,31,30,11,6,16,27,,35,81,.432,7,21,.333,31,39,.795,18,37,21,10,4,16,27
10,10,1995-11-20,@,ORL,L,95,101,39,84,.464,7,19,.368,10,15,.667,13,43,22,12,8,22,13,,40,88,.455,4,15,.267,17,21,.810,15,46,24,18,6,18,14
11,11,1995-11-22,@,MIA,L,93,103,28,90,.311,4,11,.364,33,38,.868,15,39,13,8,5,10,27,,35,76,.461,5,19,.263,28,40,.700,18,55,17,5,14,16,32
12,12,1995-11-24,@,BOS,W,101,94,39,84,.464,3,9,.333,20,29,.690,17,40,20,13,7,21,24,,35,76,.461,5,14,.357,19,26,.731,10,37,21,11,2,22,25
13,13,1995-11-25,@,PHI,W,107,89,44,85,.518,6,14,.429,13,19,.684,15,49,30,15,8,15,19,,34,79,.430,2,11,.182,19,27,.704,14,37,23,5,8,20,18
14,14,1995-11-27,@,TOR,L,98,101,34,95,.358,3,21,.143,27,32,.844,20,44,20,9,4,10,29,,35,65,.538,5,11,.455,26,36,.722,5,34,21,6,6,16,29
15,15,1995-11-29,,POR,L,98,112,31,76,.408,4,18,.222,32,41,.780,11,37,19,10,7,14,22,,43,83,.518,13,23,.565,13,22,.591,13,44,30,9,4,19,30
16,16,1995-12-02,,IND,W,100,97,33,70,.471,6,18,.333,28,37,.757,10,37,23,9,9,14,22,,33,75,.440,7,14,.500,24,28,.857,11,36,22,5,2,16,28
17,17,1995-12-06,,ORL,L,107,109,38,86,.442,7,18,.389,24,33,.727,21,51,22,9,1,19,29,,36,69,.522,6,18,.333,31,42,.738,4,27,23,8,2,14,23
18,18,1995-12-08,,DET,L,114,121,39,76,.513,5,17,.294,31,38,.816,16,43,27,6,7,18,35,,42,90,.467,12,24,.500,25,37,.676,21,42,28,6,3,13,31
19,19,1995-12-09,@,UTA,L,109,123,32,60,.533,10,16,.625,35,44,.795,7,30,21,6,7,20,30,,43,84,.512,2,10,.200,35,45,.778,19,41,32,9,3,11,31
20,20,1995-12-12,,MIA,W,105,80,36,76,.474,9,21,.429,24,33,.727,9,42,34,15,5,14,24,,29,70,.414,2,10,.200,20,25,.800,9,42,22,6,6,20,29
21,21,1995-12-15,@,SEA,L,101,108,38,87,.437,5,21,.238,20,27,.741,17,54,22,6,5,18,23,,39,83,.470,6,22,.273,24,33,.727,10,38,30,13,6,14,19
22,22,1995-12-16,@,VAN,W,116,85,45,83,.542,5,15,.333,21,28,.750,19,49,30,14,6,20,26,,34,78,.436,1,10,.100,16,22,.727,11,29,23,8,5,18,24
23,23,1995-12-19,,CHH,W,102,99,40,87,.460,5,14,.357,17,21,.810,13,42,31,4,11,13,20,,41,91,.451,5,20,.250,12,16,.750,16,45,24,7,7,13,21
24,24,1995-12-20,@,DEN,L,104,109,40,85,.471,8,21,.381,16,21,.762,15,43,25,5,10,18,28,,38,87,.437,4,11,.364,29,42,.690,21,45,28,11,6,16,19
25,25,1995-12-22,,WSB,W,132,117,47,79,.595,4,13,.308,34,39,.872,16,40,33,9,4,23,26,,44,78,.564,5,11,.455,24,37,.649,10,26,23,11,1,21,33
26,26,1995-12-26,@,DET,L,90,100,32,84,.381,7,19,.368,19,23,.826,17,44,19,8,3,16,21,,34,73,.466,8,15,.533,24,28,.857,5,33,25,9,7,15,21
27,27,1995-12-27,@,WSB,L,94,115,36,80,.450,5,12,.417,17,28,.607,17,45,11,7,6,25,24,,45,89,.506,7,13,.538,18,24,.750,17,44,27,11,7,17,24
28,28,1995-12-29,@,ATL,W,117,96,41,72,.569,7,13,.538,28,33,.848,12,49,25,7,6,21,28,,36,86,.419,2,22,.091,22,34,.647,16,36,18,12,3,11,25
29,29,1995-12-30,@,NJN,W,120,110,41,78,.526,9,15,.600,29,36,.806,11,44,20,6,4,19,32,,40,95,.421,3,7,.429,27,38,.711,27,58,27,8,3,17,32
30,30,1996-01-03,,PHI,W,122,111,42,83,.506,4,9,.444,34,45,.756,15,40,31,11,5,18,21,,43,83,.518,5,12,.417,20,24,.833,11,36,19,10,5,24,29
31,31,1996-01-05,,MIN,W,122,119,39,82,.476,4,12,.333,40,47,.851,15,43,26,6,7,21,22,,49,97,.505,2,8,.250,19,30,.633,13,36,27,9,4,13,35
32,32,1996-01-06,@,SAC,L,106,115,40,86,.465,7,13,.538,19,23,.826,11,44,27,7,4,18,25,,43,86,.500,6,14,.429,23,30,.767,10,43,26,8,3,15,25
33,33,1996-01-09,,VAN,W,109,103,42,81,.519,7,13,.538,18,22,.818,13,39,31,8,9,17,18,,41,88,.466,8,15,.533,13,17,.765,15,42,26,5,7,18,20
34,34,1996-01-11,,PHO,L,106,111,38,94,.404,5,16,.313,25,28,.893,20,51,26,1,4,14,22,,43,89,.483,7,11,.636,18,24,.750,12,39,24,8,3,10,22
35,35,1996-01-12,@,VAN,W,104,95,39,90,.433,6,20,.300,20,30,.667,24,51,24,10,6,17,26,,37,68,.544,3,10,.300,18,30,.600,4,31,28,8,5,19,27
36,36,1996-01-15,,SEA,L,95,104,36,86,.419,7,21,.333,16,22,.727,16,43,23,7,9,19,21,,39,88,.443,8,25,.320,18,24,.750,20,50,31,10,6,17,19
37,37,1996-01-17,@,MIN,L,88,98,31,90,.344,3,18,.167,23,33,.697,24,56,19,11,7,21,20,,40,86,.465,1,14,.071,17,21,.810,10,41,32,11,9,17,24
38,38,1996-01-18,@,MIL,L,96,100,39,84,.464,5,14,.357,13,15,.867,14,43,28,5,5,15,23,,41,86,.477,2,13,.154,16,23,.696,17,45,23,8,4,13,20
39,39,1996-01-20,@,CHH,W,110,102,42,93,.452,9,15,.600,17,20,.850,18,55,23,3,5,15,12,,41,95,.432,8,23,.348,12,14,.857,16,40,22,7,7,8,18
40,40,1996-01-24,,UTA,L,89,100,30,70,.429,5,13,.385,24,32,.750,10,31,24,9,4,16,17,,41,79,.519,3,10,.300,15,16,.938,13,41,35,8,3,15,24
41,41,1996-01-26,,SAC,W,124,118,36,78,.462,7,12,.583,45,58,.776,18,48,24,7,9,15,31,,39,79,.494,7,16,.438,33,41,.805,9,36,23,9,4,12,38
42,42,1996-01-27,@,UTA,L,91,108,33,74,.446,8,18,.444,17,23,.739,10,33,23,4,6,16,22,,42,86,.488,4,13,.308,20,28,.714,15,43,31,7,3,9,20
43,43,1996-01-30,@,LAL,L,118,128,44,85,.518,3,11,.273,27,36,.750,12,40,28,12,3,21,26,,54,95,.568,7,21,.333,13,17,.765,11,37,44,12,4,16,26
44,44,1996-02-02,,TOR,W,114,111,42,80,.525,4,12,.333,26,34,.765,17,31,30,11,11,15,19,,45,80,.563,5,13,.385,16,17,.941,13,31,29,9,3,24,26
45,45,1996-02-04,,NJN,W,96,92,43,84,.512,2,13,.154,8,16,.500,7,35,32,6,8,7,18,,39,84,.464,4,7,.571,10,16,.625,13,44,27,2,5,14,19
46,46,1996-02-05,@,LAC,W,128,124,47,88,.534,7,13,.538,27,37,.730,18,40,18,7,1,9,28,,44,78,.564,10,19,.526,26,35,.743,11,33,19,5,3,14,25
47,47,1996-02-07,,CHI,L,95,99,35,76,.461,5,14,.357,20,27,.741,23,48,28,8,3,16,22,,38,84,.452,4,13,.308,19,27,.704,20,42,26,10,3,11,23
48,48,1996-02-13,@,POR,W,99,98,39,81,.481,5,11,.455,16,21,.762,13,38,26,15,5,20,23,,36,77,.468,8,19,.421,18,23,.783,9,34,23,11,3,25,19
49,49,1996-02-14,,BOS,W,106,103,43,90,.478,9,19,.474,11,17,.647,17,55,27,3,5,15,20,,39,89,.438,12,24,.500,13,21,.619,14,44,27,8,5,13,22
50,50,1996-02-16,@,SAS,L,95,113,38,83,.458,8,23,.348,11,16,.688,9,41,26,8,4,25,22,,46,92,.500,2,13,.154,19,25,.760,14,46,33,14,8,15,17
51,51,1996-02-19,@,DAL,W,112,100,44,80,.550,9,15,.600,15,20,.750,15,47,19,9,10,21,22,,40,90,.444,9,19,.474,11,17,.647,16,38,26,11,2,17,19
52,52,1996-02-21,,SAS,W,95,92,34,86,.395,5,14,.357,22,38,.579,21,51,25,10,1,17,18,,39,80,.488,5,13,.385,9,16,.563,10,46,33,11,5,22,29
53,53,1996-02-22,@,SEA,L,90,106,34,84,.405,3,16,.188,19,33,.576,15,42,18,13,4,20,21,,39,79,.494,7,16,.438,21,28,.750,9,48,28,13,4,20,25
54,54,1996-02-24,,LAC,W,86,80,29,80,.363,4,16,.250,24,32,.750,20,47,20,8,6,14,19,,30,74,.405,3,16,.188,17,19,.895,13,40,15,9,1,20,28
55,55,1996-02-27,@,CLE,L,80,92,30,59,.508,2,9,.222,18,27,.667,5,32,22,5,3,19,18,,36,77,.468,8,19,.421,12,14,.857,12,35,22,7,3,10,23
56,56,1996-02-29,@,IND,L,85,94,35,80,.438,2,8,.250,13,19,.684,14,35,16,10,1,13,27,,33,77,.429,3,10,.300,25,32,.781,17,47,22,9,2,17,17
57,57,1996-03-01,@,CHI,L,87,110,29,87,.333,7,16,.438,22,27,.815,21,48,15,14,9,21,11,,46,89,.517,11,20,.550,7,10,.700,14,45,25,14,4,23,20
58,58,1996-03-03,@,NYK,L,94,109,28,76,.368,2,14,.143,36,45,.800,13,44,14,11,1,15,23,,41,82,.500,9,21,.429,18,25,.720,8,46,29,6,4,15,35
59,59,1996-03-05,,VAN,W,110,78,43,84,.512,7,12,.583,17,25,.680,19,60,28,5,10,21,18,,31,92,.337,3,10,.300,13,17,.765,17,36,21,12,6,14,23
60,60,1996-03-07,,HOU,W,95,86,38,87,.437,5,15,.333,14,20,.700,14,45,27,9,6,11,18,,34,78,.436,4,17,.235,14,18,.778,11,39,27,4,4,17,20
61,61,1996-03-09,@,DEN,L,88,102,35,88,.398,3,12,.250,15,24,.625,13,31,16,13,6,7,23,,37,73,.507,5,11,.455,23,26,.885,10,48,25,1,9,21,23
62,62,1996-03-10,,SAC,L,95,96,37,75,.493,3,12,.250,18,23,.783,8,47,27,6,12,18,24,,37,85,.435,10,16,.625,12,18,.667,10,38,25,8,3,15,27
63,63,1996-03-12,,SAS,L,98,106,39,90,.433,5,13,.385,15,25,.600,17,52,25,6,5,14,24,,34,72,.472,6,12,.500,32,37,.865,5,40,25,9,1,10,23
64,64,1996-03-14,,LAL,L,103,106,39,84,.464,9,21,.429,16,23,.696,18,41,29,8,5,15,21,,40,73,.548,5,17,.294,21,25,.840,10,37,24,7,12,12,17
65,65,1996-03-16,,MIL,W,99,94,35,83,.422,11,28,.393,18,22,.818,15,46,22,12,6,13,22,,35,75,.467,6,16,.375,18,22,.818,12,41,20,3,3,20,21
66,66,1996-03-18,@,SAS,L,98,104,40,84,.476,2,10,.200,16,20,.800,12,40,24,8,8,11,19,,43,85,.506,6,16,.375,12,16,.750,15,47,32,6,8,13,21
67,67,1996-03-19,@,HOU,W,105,102,38,93,.409,3,10,.300,26,35,.743,18,54,18,12,6,12,19,,37,92,.402,14,30,.467,14,20,.700,18,51,22,5,7,20,25
68,68,1996-03-21,@,PHO,L,96,104,34,93,.366,6,17,.353,22,26,.846,21,45,14,9,13,14,29,,41,86,.477,1,5,.200,21,27,.778,14,45,33,10,13,16,18
69,69,1996-03-23,,PHO,W,98,89,35,79,.443,7,12,.583,21,25,.840,13,42,24,5,8,12,18,,31,71,.437,1,9,.111,26,34,.765,15,44,15,8,5,15,25
70,70,1996-03-26,,SEA,L,102,114,36,75,.480,5,18,.278,25,28,.893,11,31,25,6,5,15,25,,38,77,.494,8,21,.381,30,31,.968,15,38,25,9,3,15,22
