,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
71,71,1996-03-28,@,POR,L,89,94,32,80,.400,7,18,.389,18,27,.667,15,38,16,9,5,16,25,,40,83,.482,2,14,.143,12,24,.500,18,49,25,11,4,16,22
72,72,1996-03-30,,CLE,L,64,90,23,70,.329,3,14,.214,15,22,.682,11,37,16,9,3,18,17,,35,66,.530,7,17,.412,13,17,.765,7,41,27,13,2,17,22
73,73,1996-04-02,,HOU,L,106,112,42,82,.512,5,13,.385,17,23,.739,8,42,22,8,2,15,29,,39,78,.500,9,21,.429,25,34,.735,9,41,27,7,1,13,22
74,74,1996-04-04,,DEN,W,98,90,34,76,.447,3,8,.375,27,32,.844,10,39,21,10,2,12,19,,32,80,.400,8,16,.500,18,23,.783,15,46,21,6,1,20,27
75,75,1996-04-06,,MIN,W,111,106,36,74,.486,4,9,.444,35,40,.875,16,41,21,12,5,18,17,,44,82,.537,5,14,.357,13,16,.813,11,31,28,13,2,18,27
76,76,1996-04-08,,DAL,L,102,104,40,78,.513,3,8,.375,19,20,.950,11,40,26,11,6,19,24,,42,92,.457,9,25,.360,11,16,.688,18,43,29,10,3,18,19
77,77,1996-04-11,@,LAC,W,111,101,45,80,.563,9,13,.692,12,16,.750,9,35,23,6,7,14,14,,41,96,.427,6,23,.261,13,22,.591,23,45,28,6,8,10,15
78,78,1996-04-12,@,LAL,L,81,94,31,79,.392,4,13,.308,15,16,.938,16,42,17,6,5,15,19,,42,84,.500,4,16,.250,6,8,.750,14,38,30,6,8,12,13
79,79,1996-04-14,,UTA,W,93,82,38,79,.481,6,11,.545,11,21,.524,14,43,24,7,3,12,16,,35,76,.461,3,15,.200,9,15,.600,13,39,28,8,2,14,21
80,80,1996-04-17,@,MIN,W,109,103,37,88,.420,8,17,.471,27,35,.771,18,43,20,8,8,11,21,,40,83,.482,4,13,.308,19,26,.731,14,45,26,8,10,19,27
81,81,1996-04-19,,POR,L,87,95,30,89,.337,7,20,.350,20,29,.690,19,35,18,13,4,9,26,,34,63,.540,5,15,.333,22,27,.815,12,47,26,7,2,24,25
82,82,1996-04-21,@,SAC,L,100,107,41,84,.488,3,11,.273,15,26,.577,12,40,20,9,3,12,19,,44,95,.463,7,14,.500,12,25,.480,25,57,24,8,7,15,21
