,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2013-10-30,,LAL,W,125,94,46,86,.535,15,27,.556,18,23,.783,7,48,34,8,9,15,22,,35,89,.393,8,18,.444,16,21,.762,9,39,19,5,4,16,22
2,2,2013-10-31,@,LAC,L,115,126,40,76,.526,12,21,.571,23,33,.697,10,33,26,7,2,24,35,,42,85,.494,9,28,.321,33,50,.660,16,44,27,15,4,18,30
3,3,2013-11-02,,SAC,W,98,87,39,76,.513,11,27,.407,9,12,.750,5,44,28,8,7,18,22,,30,87,.345,6,26,.231,21,24,.875,16,48,16,9,1,14,18
4,4,2013-11-04,@,PHI,W,110,90,41,92,.446,15,38,.395,13,20,.650,13,54,28,18,7,22,24,,31,88,.352,5,25,.200,23,37,.622,14,52,19,9,3,24,18
5,5,2013-11-06,@,MIN,W,106,93,42,84,.500,8,20,.400,14,20,.700,9,49,23,12,11,21,29,,34,90,.378,4,16,.250,21,27,.778,10,40,22,6,3,19,19
6,6,2013-11-08,@,SAS,L,74,76,29,71,.408,8,20,.400,8,10,.800,6,45,16,7,4,19,20,,31,79,.392,5,19,.263,9,18,.500,11,42,19,9,3,12,18
7,7,2013-11-09,@,MEM,L,90,108,33,78,.423,10,30,.333,14,26,.538,9,33,17,8,3,17,24,,42,79,.532,5,13,.385,19,25,.760,8,44,25,8,5,16,23
8,8,2013-11-12,,DET,W,113,95,42,70,.600,8,16,.500,21,26,.808,10,43,28,5,3,23,25,,37,87,.425,3,18,.167,18,27,.667,16,34,16,12,4,12,25
9,9,2013-11-14,,OKC,W,116,115,45,94,.479,14,23,.609,12,14,.857,9,31,26,12,5,7,22,,41,80,.513,9,22,.409,24,28,.857,13,48,20,4,3,19,17
10,10,2013-11-16,,UTA,W,102,88,41,80,.513,9,21,.429,11,14,.786,10,42,24,7,5,15,19,,35,77,.455,8,17,.471,10,16,.625,7,32,18,7,5,17,18
11,11,2013-11-18,@,UTA,W,98,87,32,79,.405,12,22,.545,22,30,.733,14,57,17,5,6,14,16,,32,81,.395,7,15,.467,16,19,.842,6,40,18,8,5,10,21
12,12,2013-11-20,,MEM,L,81,88,36,82,.439,5,18,.278,4,8,.500,7,43,24,3,3,14,20,,34,88,.386,3,12,.250,17,19,.895,16,48,17,8,6,6,17
13,13,2013-11-22,@,LAL,L,95,102,34,82,.415,9,22,.409,18,28,.643,16,50,23,8,2,18,20,,39,82,.476,11,24,.458,13,17,.765,7,36,21,10,4,14,22
14,14,2013-11-23,,POR,L,101,113,36,77,.468,7,17,.412,22,30,.733,5,41,20,4,4,19,31,,37,86,.430,10,21,.476,29,35,.829,13,47,27,8,9,15,22
15,15,2013-11-26,@,NOP,W,102,101,40,88,.455,7,19,.368,15,21,.714,9,41,25,8,6,10,14,,41,87,.471,9,19,.474,10,13,.769,14,47,22,5,8,16,21
16,16,2013-11-27,@,DAL,L,99,103,32,76,.421,9,23,.391,26,34,.765,10,52,18,2,6,18,15,,44,99,.444,7,18,.389,8,10,.800,12,43,27,9,4,6,22
17,17,2013-11-29,@,OKC,L,112,113,42,95,.442,8,26,.308,20,29,.690,12,51,20,4,6,15,28,,36,92,.391,6,18,.333,35,42,.833,11,53,16,8,9,12,22
18,18,2013-12-01,@,SAC,W,115,113,42,82,.512,15,25,.600,16,22,.727,10,32,22,13,5,18,25,,40,76,.526,9,19,.474,24,28,.857,11,39,22,11,1,24,25
19,19,2013-12-03,,TOR,W,112,103,40,79,.506,12,29,.414,20,25,.800,9,36,27,11,2,12,16,,40,77,.519,8,20,.400,15,18,.833,9,38,17,6,2,18,25
20,20,2013-12-06,@,HOU,L,83,105,27,76,.355,2,16,.125,27,34,.794,10,43,10,9,3,22,27,,37,83,.446,6,28,.214,25,39,.641,14,52,15,14,9,15,21
