,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
69,69,2013-03-18,@,NOH,W,93,72,35,70,.500,10,19,.526,13,15,.867,6,44,21,6,7,16,20,,28,83,.337,3,17,.176,13,13,1.000,13,41,17,10,5,13,13
70,70,2013-03-20,@,SAS,L,93,104,37,84,.440,6,12,.500,13,15,.867,12,39,16,9,4,16,17,,41,85,.482,8,26,.308,14,15,.933,8,38,27,9,7,12,13
71,71,2013-03-23,,WAS,W,101,92,37,75,.493,10,20,.500,17,22,.773,8,42,25,5,4,21,17,,36,88,.409,7,17,.412,13,16,.813,12,38,20,10,1,12,22
72,72,2013-03-25,,LAL,W,109,103,43,90,.478,10,23,.435,13,19,.684,9,48,22,3,4,11,27,,36,91,.396,6,26,.231,25,36,.694,15,51,17,6,2,9,15
73,73,2013-03-27,,SAC,L,98,105,41,90,.456,5,24,.208,11,13,.846,13,41,30,9,4,14,19,,41,90,.456,11,28,.393,12,21,.571,16,45,24,6,1,15,14
74,74,2013-03-30,,POR,W,125,98,47,87,.540,9,20,.450,22,27,.815,11,52,22,6,8,10,24,,33,86,.384,8,23,.348,24,29,.828,11,38,23,6,1,10,18
75,75,2013-04-03,,NOH,W,98,88,36,78,.462,7,19,.368,19,22,.864,11,47,25,5,8,13,21,,33,83,.398,4,15,.267,18,23,.783,9,39,21,8,4,12,23
76,76,2013-04-05,@,PHO,W,111,107,44,86,.512,9,16,.563,14,16,.875,12,30,26,15,1,14,21,,44,72,.611,5,14,.357,14,17,.824,7,36,19,6,5,22,17
77,77,2013-04-07,,UTA,L,90,97,35,74,.473,7,17,.412,13,18,.722,8,41,21,5,2,16,15,,40,88,.455,11,25,.440,6,7,.857,13,42,29,10,6,13,14
78,78,2013-04-09,,MIN,W,105,89,39,91,.429,10,24,.417,17,22,.773,12,60,24,7,6,13,19,,33,90,.367,7,19,.368,16,20,.800,6,44,29,6,6,10,18
79,79,2013-04-11,,OKC,L,97,116,37,84,.440,7,16,.438,16,26,.615,7,39,16,10,3,16,19,,42,83,.506,12,27,.444,20,23,.870,10,46,30,10,10,17,21
80,80,2013-04-12,@,LAL,L,116,118,46,97,.474,11,26,.423,13,16,.813,15,44,25,7,4,8,33,,34,66,.515,12,25,.480,38,50,.760,3,36,22,2,2,12,17
81,81,2013-04-15,,SAS,W,116,106,46,85,.541,9,20,.450,15,18,.833,9,53,26,9,7,21,17,,45,98,.459,8,24,.333,8,13,.615,10,39,30,13,1,15,18
82,82,2013-04-17,@,POR,W,99,88,40,93,.430,9,21,.429,10,13,.769,14,52,21,7,3,12,17,,35,82,.427,6,12,.500,12,14,.857,6,42,18,2,5,14,13
