,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,1999-11-02,@,DAL,L,96,108,34,82,.415,7,18,.389,21,27,.778,18,51,14,4,2,23,29,,39,85,.459,2,15,.133,28,34,.824,11,41,22,11,6,13,19
2,2,1999-11-04,@,SAS,L,81,104,30,88,.341,3,8,.375,18,25,.720,22,51,17,5,6,17,28,,40,81,.494,5,12,.417,19,31,.613,10,45,28,4,8,13,22
3,3,1999-11-06,,DAL,L,97,120,38,106,.358,4,14,.286,17,23,.739,33,59,27,5,11,13,19,,45,89,.506,7,13,.538,23,26,.885,10,44,26,10,8,9,25
4,4,1999-11-09,,SAS,L,89,118,33,95,.347,1,10,.100,22,27,.815,17,48,15,6,2,14,19,,47,88,.534,7,12,.583,17,26,.654,12,52,35,7,6,16,24
5,5,1999-11-12,@,VAN,W,103,93,40,86,.465,6,15,.400,17,21,.810,12,39,25,13,4,17,23,,38,85,.447,2,9,.222,15,21,.714,16,47,20,7,2,21,17
6,6,1999-11-13,,HOU,L,95,103,38,95,.400,3,13,.231,16,19,.842,21,57,26,4,6,15,28,,34,85,.400,9,19,.474,26,32,.813,14,49,19,8,4,11,17
7,7,1999-11-16,,CHI,W,99,79,38,87,.437,2,9,.222,21,30,.700,17,59,22,10,8,12,22,,32,92,.348,4,10,.400,11,21,.524,19,52,19,6,2,15,24
8,8,1999-11-17,@,SEA,L,108,111,46,88,.523,5,12,.417,11,19,.579,11,40,29,6,6,17,24,,45,85,.529,4,14,.286,17,22,.773,8,33,31,13,2,12,19
9,9,1999-11-20,,NYK,L,79,86,28,86,.326,6,16,.375,17,27,.630,17,45,20,8,3,12,26,,31,77,.403,6,13,.462,18,23,.783,15,54,18,1,6,19,27
10,10,1999-11-24,,NJN,L,84,92,32,88,.364,3,15,.200,17,23,.739,7,43,21,12,3,11,25,,32,75,.427,7,17,.412,21,28,.750,10,54,22,4,1,18,21
11,11,1999-11-26,@,SAC,L,95,124,40,97,.412,3,8,.375,12,18,.667,19,50,21,7,4,18,22,,48,90,.533,9,24,.375,19,24,.792,10,49,37,8,9,12,18
12,12,1999-11-27,,TOR,L,88,106,36,89,.404,4,12,.333,12,17,.706,20,54,22,4,5,19,16,,40,87,.460,7,17,.412,19,22,.864,10,43,21,14,4,8,22
13,13,1999-11-29,@,UTA,L,99,115,37,71,.521,12,15,.800,13,23,.565,8,25,26,7,2,16,21,,42,73,.575,7,12,.583,24,27,.889,14,41,37,12,6,16,23
14,14,1999-12-01,@,LAL,L,75,93,28,84,.333,3,10,.300,16,22,.727,18,52,14,11,8,20,26,,35,93,.376,1,11,.091,22,29,.759,23,57,18,10,5,13,23
15,15,1999-12-02,,SEA,L,108,117,40,96,.417,8,14,.571,20,30,.667,18,47,20,10,5,11,24,,42,85,.494,8,12,.667,25,34,.735,17,52,24,5,6,16,24
16,16,1999-12-04,,UTA,L,82,94,32,80,.400,2,14,.143,16,29,.552,22,48,21,7,4,19,33,,32,70,.457,3,8,.375,27,32,.844,8,35,21,7,6,14,26
17,17,1999-12-07,@,NYK,L,83,89,30,90,.333,1,14,.071,22,31,.710,21,54,18,5,3,14,22,,37,84,.440,2,8,.250,13,21,.619,14,45,20,11,7,15,28
18,18,1999-12-08,@,CHH,L,106,113,44,103,.427,7,18,.389,11,19,.579,23,55,26,9,3,12,31,,44,84,.524,4,8,.500,21,28,.750,10,45,29,10,14,16,17
19,19,1999-12-10,@,ATL,W,107,99,47,99,.475,2,7,.286,11,17,.647,15,46,34,12,5,11,28,,35,82,.427,6,19,.316,23,33,.697,16,43,15,3,4,19,19
20,20,1999-12-11,@,MIN,W,104,76,41,85,.482,5,12,.417,17,23,.739,6,41,23,8,3,10,20,,33,80,.413,0,8,.000,10,14,.714,10,41,25,4,2,21,25
21,21,1999-12-14,,MIA,W,102,97,41,89,.461,4,15,.267,16,25,.640,15,43,29,8,0,7,27,,39,79,.494,4,12,.333,15,23,.652,10,39,28,3,9,16,20
22,22,1999-12-16,,DET,L,108,116,38,92,.413,7,21,.333,25,35,.714,22,51,23,9,1,18,34,,38,75,.507,3,12,.250,37,43,.860,10,42,22,11,3,16,26
23,23,1999-12-17,@,LAC,L,91,92,37,94,.394,5,12,.417,12,17,.706,14,46,17,10,0,13,27,,34,78,.436,4,13,.308,20,33,.606,15,47,21,7,6,19,20
24,24,1999-12-20,,SAC,W,111,99,45,86,.523,1,11,.091,20,32,.625,13,47,31,14,5,17,24,,40,101,.396,3,17,.176,16,24,.667,27,57,25,12,3,22,25
25,25,1999-12-22,,LAC,L,99,103,42,96,.438,7,18,.389,8,14,.571,15,44,30,3,3,9,21,,40,85,.471,9,29,.310,14,16,.875,8,45,31,6,11,10,18
26,26,1999-12-23,@,POR,L,91,111,37,89,.416,3,11,.273,14,16,.875,14,35,22,5,0,11,28,,37,77,.481,6,19,.316,31,40,.775,10,40,27,5,6,10,18
27,27,1999-12-26,@,PHO,L,88,108,35,80,.438,4,13,.308,14,27,.519,10,34,21,12,4,18,21,,44,76,.579,6,12,.500,14,24,.583,9,41,30,9,5,20,21
28,28,1999-12-27,,SAS,L,83,105,36,85,.424,4,6,.667,7,15,.467,13,41,23,7,3,17,23,,46,88,.523,4,16,.250,9,19,.474,16,47,31,8,8,14,17
29,29,1999-12-29,,PHI,L,94,97,37,84,.440,8,26,.308,12,22,.545,17,48,25,7,4,19,29,,39,80,.488,1,5,.200,18,23,.783,12,38,23,13,3,17,22
30,30,2000-01-03,@,WAS,L,87,99,35,77,.455,4,16,.250,13,20,.650,10,35,25,9,4,19,24,,40,84,.476,5,11,.455,14,18,.778,15,42,25,6,5,14,20
31,31,2000-01-05,@,PHI,L,92,113,35,87,.402,6,20,.300,16,21,.762,17,37,22,5,3,16,25,,43,81,.531,2,6,.333,25,34,.735,18,54,29,13,6,13,22
32,32,2000-01-06,@,CLE,L,75,90,30,98,.306,4,19,.211,11,14,.786,23,53,16,12,8,22,23,,38,89,.427,2,15,.133,12,21,.571,17,53,25,12,11,24,19
33,33,2000-01-09,,SEA,L,95,100,35,88,.398,7,21,.333,18,31,.581,16,48,25,7,1,18,28,,37,82,.451,4,16,.250,22,30,.733,14,54,27,10,6,20,26
34,34,2000-01-11,,DAL,L,102,109,38,86,.442,5,15,.333,21,29,.724,19,46,24,8,2,15,25,,38,78,.487,5,13,.385,28,33,.848,14,42,27,10,9,13,26
35,35,2000-01-13,,HOU,L,100,108,37,81,.457,6,15,.400,20,29,.690,11,47,21,10,7,18,24,,43,101,.426,6,24,.250,16,22,.727,18,51,21,11,6,17,27
36,36,2000-01-15,,SAC,L,99,114,41,98,.418,6,19,.316,11,15,.733,18,46,27,9,2,15,30,,37,75,.493,4,17,.235,36,43,.837,12,49,23,10,5,16,13
37,37,2000-01-17,,ORL,W,113,100,47,92,.511,4,13,.308,15,25,.600,13,45,30,12,4,12,20,,39,86,.453,6,13,.462,16,20,.800,13,41,19,6,7,20,21
