,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2011-12-25,,LAC,L,86,105,32,82,.390,5,21,.238,17,24,.708,17,48,17,4,8,16,32,,37,81,.457,8,23,.348,23,38,.605,13,43,22,9,8,10,19
2,2,2011-12-26,,CHI,W,99,91,36,77,.468,4,15,.267,23,31,.742,7,36,22,16,5,10,19,,34,82,.415,8,24,.333,15,22,.682,14,47,16,3,3,20,21
3,3,2011-12-28,,NYK,W,92,78,35,77,.455,6,16,.375,16,24,.667,11,47,20,12,4,14,17,,28,70,.400,4,21,.190,18,25,.720,4,31,15,7,0,15,21
4,4,2011-12-31,,PHI,L,79,107,34,89,.382,4,17,.235,7,12,.583,16,48,20,7,2,14,22,,39,79,.494,11,20,.550,18,31,.581,10,48,29,12,6,12,17
5,5,2012-01-02,@,PHO,L,91,102,36,72,.500,7,17,.412,12,20,.600,7,36,27,6,3,17,24,,39,87,.448,8,23,.348,16,21,.762,16,49,23,6,2,11,18
6,6,2012-01-04,@,SAS,L,95,101,37,80,.463,9,20,.450,12,19,.632,5,37,18,9,6,10,20,,37,78,.474,10,17,.588,17,24,.708,9,45,23,4,7,13,14
7,7,2012-01-06,@,LAL,L,90,97,38,77,.494,4,14,.286,10,19,.526,10,34,19,9,1,18,28,,37,77,.481,3,11,.273,20,29,.690,15,47,27,7,4,19,18
8,8,2012-01-07,,UTA,L,87,88,29,70,.414,7,19,.368,22,24,.917,10,42,19,3,3,17,23,,32,81,.395,4,16,.250,20,28,.714,15,43,25,9,5,9,22
9,9,2012-01-10,,MIA,W,111,106,38,95,.400,9,27,.333,26,30,.867,18,52,23,14,9,20,26,,39,85,.459,2,11,.182,26,40,.650,14,48,16,14,5,22,23
10,10,2012-01-12,,ORL,L,109,117,43,82,.524,10,23,.435,13,19,.684,6,38,27,7,2,14,36,,35,68,.515,11,23,.478,36,55,.655,9,43,27,9,4,10,16
11,11,2012-01-14,@,CHA,L,100,112,35,84,.417,5,20,.250,25,32,.781,12,41,18,8,5,13,31,,38,76,.500,7,13,.538,29,38,.763,8,37,21,3,2,14,25
12,12,2012-01-15,@,DET,W,99,91,38,73,.521,3,15,.200,20,27,.741,10,43,23,9,7,16,22,,31,74,.419,7,19,.368,22,26,.846,7,32,23,7,3,13,19
13,13,2012-01-17,@,CLE,W,105,95,41,94,.436,9,19,.474,14,19,.737,12,43,26,10,6,12,24,,35,82,.427,5,15,.333,20,28,.714,19,54,16,7,6,23,16
14,14,2012-01-18,@,NJN,L,100,107,37,72,.514,8,16,.500,18,27,.667,7,26,23,11,8,10,21,,37,75,.493,11,29,.379,22,25,.880,16,45,24,2,5,17,16
15,15,2012-01-20,,IND,L,91,94,37,80,.463,10,23,.435,7,8,.875,7,45,18,3,5,18,21,,35,83,.422,8,16,.500,16,21,.762,9,43,25,9,5,11,13
16,16,2012-01-23,,MEM,L,90,91,38,76,.500,9,25,.360,5,8,.625,8,39,24,11,6,24,22,,36,85,.424,2,13,.154,17,23,.739,15,41,18,14,4,18,13
17,17,2012-01-25,,POR,W,101,93,41,79,.519,11,20,.550,8,14,.571,5,30,33,10,3,11,18,,34,83,.410,8,21,.381,17,20,.850,12,43,25,5,4,12,15
18,18,2012-01-27,,OKC,L,109,120,41,87,.471,12,28,.429,15,19,.789,10,34,30,12,7,20,29,,42,88,.477,4,17,.235,32,37,.865,19,53,23,8,3,22,15
19,19,2012-01-31,,SAC,W,93,90,37,91,.407,8,24,.333,11,13,.846,9,38,26,8,8,8,20,,35,82,.427,6,16,.375,14,19,.737,12,53,21,6,5,18,14
20,20,2012-02-02,,UTA,W,119,101,45,96,.469,8,24,.333,21,25,.840,22,47,23,10,6,8,22,,36,79,.456,3,12,.250,26,34,.765,15,43,24,6,4,14,19
21,21,2012-02-04,@,SAC,L,106,114,39,90,.433,16,29,.552,12,13,.923,10,36,25,10,9,16,21,,43,98,.439,10,22,.455,18,21,.857,20,55,21,10,4,18,13
22,22,2012-02-07,,OKC,L,116,119,44,80,.550,9,21,.429,19,23,.826,7,36,28,9,4,15,22,,44,84,.524,11,26,.423,20,21,.952,8,33,24,9,3,15,25
23,23,2012-02-09,@,DEN,W,109,101,41,79,.519,13,25,.520,14,22,.636,6,41,22,8,14,17,23,,37,85,.435,9,24,.375,18,27,.667,8,39,28,7,1,13,20
24,24,2012-02-12,,HOU,W,106,97,40,79,.506,13,24,.542,13,18,.722,6,35,24,8,4,15,19,,31,75,.413,11,29,.379,24,33,.727,13,47,22,9,4,19,17
25,25,2012-02-13,,PHO,W,102,96,39,86,.453,7,18,.389,17,21,.810,15,44,17,7,4,10,13,,38,82,.463,5,25,.200,15,19,.789,11,42,29,5,5,14,19
26,26,2012-02-15,,POR,L,91,93,36,76,.474,7,19,.368,12,16,.750,9,39,24,8,7,13,17,,34,84,.405,10,22,.455,15,17,.882,13,41,23,7,5,14,17
27,27,2012-02-17,@,OKC,L,87,110,31,89,.348,7,23,.304,18,21,.857,22,43,18,8,8,18,24,,39,74,.527,10,24,.417,22,27,.815,8,44,24,11,5,19,18
28,28,2012-02-18,@,MEM,L,103,104,35,82,.427,12,26,.462,21,27,.778,11,31,18,9,3,13,29,,37,73,.507,4,10,.400,26,38,.684,12,45,16,9,5,19,20
29,29,2012-02-20,,LAC,W,104,97,38,83,.458,9,23,.391,19,24,.792,13,38,22,6,6,9,18,,33,77,.429,11,26,.423,20,27,.741,17,46,14,6,2,17,19
30,30,2012-02-22,@,PHO,W,106,104,39,84,.464,9,20,.450,19,22,.864,13,40,19,6,4,7,18,,43,90,.478,4,19,.211,14,20,.700,20,51,23,5,4,10,17
31,31,2012-02-28,@,IND,L,78,102,29,85,.341,3,22,.136,17,24,.708,19,45,15,8,9,15,25,,37,84,.440,5,11,.455,23,32,.719,16,54,21,11,4,14,23
32,32,2012-02-29,@,ATL,W,85,82,34,83,.410,1,12,.083,16,17,.941,9,53,20,7,9,11,18,,31,92,.337,4,18,.222,16,26,.615,18,50,17,5,7,9,14
33,33,2012-03-02,@,PHI,L,83,105,33,82,.402,5,18,.278,12,14,.857,7,39,18,6,5,9,12,,42,89,.472,8,17,.471,13,16,.813,11,51,21,4,4,9,11
34,34,2012-03-04,@,TOR,L,75,83,29,80,.363,4,19,.211,13,19,.684,10,41,17,6,3,12,20,,29,78,.372,4,10,.400,21,24,.875,14,51,19,8,5,14,18
